datetime,keyword,trend_index
Nov 2017,Neymar,14
Apr 2005,Adele,2
Jul 2008,BLACKPINK,0
May 2005,Adele,2
Jun 2012,Jet Li,31
Jun 2005,Adele,2
Aug 2008,BLACKPINK,0
Dec 2017,Neymar,13
Jul 2005,Adele,2
Aug 2005,Adele,2
Jul 2012,Jet Li,38
Sep 2005,Adele,2
Sep 2008,BLACKPINK,0
Oct 2005,Adele,2
Jan 2018,Neymar,16
Nov 2005,Adele,2
Dec 2005,Adele,2
Aug 2012,Jet Li,46
Oct 2008,BLACKPINK,0
Feb 2018,Neymar,22
Jan 2006,Adele,2
Nov 2008,BLACKPINK,0
Feb 2006,Adele,2
Sep 2012,Jet Li,46
Mar 2006,Adele,2
Dec 2008,BLACKPINK,0
Mar 2018,Neymar,17
Apr 2006,Adele,2
May 2006,Adele,2
Oct 2012,Jet Li,37
Jan 2009,BLACKPINK,0
Jun 2006,Adele,2
Jul 2006,Adele,2
Apr 2018,Neymar,11
Nov 2012,Jet Li,37
Aug 2006,Adele,2
Sep 2006,Adele,2
May 2018,Neymar,15
Feb 2009,BLACKPINK,0
Oct 2006,Adele,2
Nov 2006,Adele,2
Dec 2012,Jet Li,40
Dec 2006,Adele,2
Mar 2009,BLACKPINK,0
Jun 2018,Neymar,37
Jan 2007,Adele,2
Feb 2007,Adele,1
Jan 2013,Jet Li,36
Mar 2007,Adele,2
Apr 2007,Adele,1
Apr 2009,BLACKPINK,0
Jul 2018,Neymar,44
May 2007,Adele,1
Jun 2007,Adele,1
Feb 2013,Jet Li,34
Jul 2007,Adele,2
Aug 2007,Adele,1
Aug 2018,Neymar,12
May 2009,BLACKPINK,0
Sep 2007,Adele,2
Oct 2007,Adele,2
Mar 2013,Jet Li,37
Nov 2007,Adele,1
Dec 2007,Adele,2
Jun 2009,BLACKPINK,0
Sep 2018,Neymar,10
Jan 2008,Adele,3
Feb 2008,Adele,4
Oct 2018,Neymar,12
Jul 2009,BLACKPINK,0
Mar 2008,Adele,4
Apr 2013,Jet Li,36
Apr 2008,Adele,4
May 2008,Adele,3
Jun 2008,Adele,3
Nov 2018,Neymar,12
Aug 2009,BLACKPINK,0
Jul 2008,Adele,3
May 2013,Jet Li,34
Aug 2008,Adele,3
Sep 2009,BLACKPINK,0
Dec 2018,Neymar,11
Sep 2008,Adele,3
Jun 2013,Jet Li,36
Oct 2009,BLACKPINK,0
Jan 2019,Neymar,12
Jul 2013,Jet Li,40
Nov 2009,BLACKPINK,0
Oct 2008,Adele,3
Feb 2019,Neymar,12
Nov 2008,Adele,3
Dec 2009,BLACKPINK,0
Aug 2013,Jet Li,38
Dec 2008,Adele,3
Mar 2019,Neymar,13
Jan 2009,Adele,3
Jan 2010,BLACKPINK,0
Feb 2009,Adele,4
Sep 2013,Jet Li,35
Apr 2019,Neymar,10
Mar 2009,Adele,3
Feb 2010,BLACKPINK,0
Apr 2009,Adele,3
Oct 2013,Jet Li,33
May 2019,Neymar,11
May 2009,Adele,3
Jun 2009,Adele,3
Mar 2010,BLACKPINK,0
Nov 2013,Jet Li,33
Jun 2019,Neymar,62
Jul 2009,Adele,2
Apr 2010,BLACKPINK,0
Aug 2009,Adele,2
Sep 2009,Adele,2
Jul 2019,Neymar,31
Oct 2009,Adele,2
Dec 2013,Jet Li,38
May 2010,BLACKPINK,0
Nov 2009,Adele,2
Aug 2019,Neymar,53
Dec 2009,Adele,2
Jun 2010,BLACKPINK,0
Jan 2014,Jet Li,37
Jan 2010,Adele,2
Sep 2019,Neymar,19
Jul 2010,BLACKPINK,0
Feb 2010,Adele,2
Feb 2014,Jet Li,36
Mar 2010,Adele,2
Oct 2019,Neymar,9
Aug 2010,BLACKPINK,0
Apr 2010,Adele,3
May 2010,Adele,2
Nov 2019,Neymar,9
Sep 2010,BLACKPINK,0
Jun 2010,Adele,2
Mar 2014,Jet Li,32
Jul 2010,Adele,2
Oct 2010,BLACKPINK,0
Dec 2019,Neymar,9
Aug 2010,Adele,2
Apr 2014,Jet Li,36
Sep 2010,Adele,3
Nov 2010,BLACKPINK,0
Jan 2020,Neymar,10
Oct 2010,Adele,3
Nov 2010,Adele,4
Dec 2010,BLACKPINK,0
Feb 2020,Neymar,12
Dec 2010,Adele,5
Jan 2011,Adele,11
Jan 2011,BLACKPINK,0
Mar 2020,Neymar,8
Feb 2011,Adele,19
May 2014,Jet Li,32
Feb 2011,BLACKPINK,0
Mar 2011,Adele,23
Apr 2020,Neymar,14
Apr 2011,Adele,27
Jun 2014,Jet Li,31
Mar 2011,BLACKPINK,0
May 2011,Adele,31
May 2020,Neymar,7
Jun 2011,Adele,28
Apr 2011,BLACKPINK,0
Jul 2014,Jet Li,33
Jul 2011,Adele,29
Jun 2020,Neymar,8
Aug 2011,Adele,32
May 2011,BLACKPINK,0
Jul 2020,Neymar,7
Sep 2011,Adele,41
Aug 2014,Jet Li,38
Jun 2011,BLACKPINK,0
Oct 2011,Adele,43
Aug 2020,Neymar,23
Nov 2011,Adele,48
Sep 2014,Jet Li,30
Jul 2011,BLACKPINK,0
Sep 2020,Neymar,13
Dec 2011,Adele,54
Aug 2011,BLACKPINK,0
Oct 2014,Jet Li,29
Jan 2012,Adele,49
Oct 2020,Neymar,8
Feb 2012,Adele,81
Sep 2011,BLACKPINK,0
Mar 2012,Adele,47
Nov 2020,Neymar,7
Nov 2014,Jet Li,30
Apr 2012,Adele,36
Oct 2011,BLACKPINK,0
May 2012,Adele,27
Dec 2020,Neymar,11
Jun 2012,Adele,29
Nov 2011,BLACKPINK,0
Dec 2014,Jet Li,31
Jul 2012,Adele,25
Aug 2012,Adele,21
Jan 2021,Neymar,8
Dec 2011,BLACKPINK,0
Sep 2012,Adele,19
Jan 2015,Jet Li,31
Oct 2012,Adele,30
Nov 2012,Adele,27
Feb 2021,Neymar,11
Jan 2012,BLACKPINK,0
Dec 2012,Adele,21
Jan 2013,Adele,20
Feb 2015,Jet Li,31
Feb 2013,Adele,25
Feb 2012,BLACKPINK,0
Mar 2021,Neymar,8
Mar 2013,Adele,17
Apr 2013,Adele,13
May 2013,Adele,12
Mar 2012,BLACKPINK,0
Apr 2021,Neymar,13
Jun 2013,Adele,11
Jul 2013,Adele,10
Aug 2013,Adele,10
Apr 2012,BLACKPINK,0
Mar 2015,Jet Li,27
May 2021,Neymar,11
Sep 2013,Adele,10
Oct 2013,Adele,11
Nov 2013,Adele,11
Dec 2013,Adele,11
May 2012,BLACKPINK,0
Jun 2021,Neymar,12
Apr 2015,Jet Li,26
Jan 2014,Adele,10
Feb 2014,Adele,10
Jun 2012,BLACKPINK,0
Jul 2021,Neymar,16
May 2015,Jet Li,27
Jul 2012,BLACKPINK,0
Aug 2021,Neymar,15
Jun 2015,Jet Li,27
Aug 2012,BLACKPINK,0
Sep 2021,Neymar,10
Jul 2015,Jet Li,30
Sep 2012,BLACKPINK,0
Mar 2014,Adele,11
Oct 2021,Neymar,11
Apr 2014,Adele,9
May 2014,Adele,9
Jun 2014,Adele,8
Aug 2015,Jet Li,28
Oct 2012,BLACKPINK,0
Nov 2021,Neymar,11
Jul 2014,Adele,8
Aug 2014,Adele,8
Nov 2012,BLACKPINK,0
Sep 2014,Adele,8
Sep 2015,Jet Li,26
Oct 2014,Adele,8
Dec 2021,Neymar,8
Nov 2014,Adele,8
Dec 2012,BLACKPINK,0
Oct 2015,Jet Li,24
Jan 2022,Neymar,13
Nov 2015,Jet Li,25
Jan 2013,BLACKPINK,0
Dec 2014,Adele,8
Feb 2022,Neymar,14
Jan 2015,Adele,8
Feb 2015,Adele,7
Mar 2022,Neymar,11
Feb 2013,BLACKPINK,0
Mar 2015,Adele,7
Apr 2015,Adele,6
Dec 2015,Jet Li,30
May 2015,Adele,7
Jun 2015,Adele,6
Apr 2022,Neymar,10
Mar 2013,BLACKPINK,0
Jul 2015,Adele,6
Aug 2015,Adele,7
Jan 2016,Jet Li,29
Sep 2015,Adele,8
May 2022,Neymar,10
Apr 2013,BLACKPINK,0
Oct 2015,Adele,43
Nov 2015,Adele,100
Dec 2015,Adele,78
Jan 2016,Adele,38
Feb 2016,Jet Li,27
Jun 2022,Neymar,13
May 2013,BLACKPINK,0
Feb 2016,Adele,36
Mar 2016,Adele,23
Jul 2022,Neymar,12
Apr 2016,Adele,18
May 2016,Adele,19
Mar 2016,Jet Li,27
Jun 2016,Adele,18
Jun 2013,BLACKPINK,0
Jul 2016,Adele,17
Aug 2016,Adele,15
Aug 2022,Neymar,13
Sep 2016,Adele,14
Apr 2016,Jet Li,24
Oct 2016,Adele,13
Nov 2016,Adele,15
Dec 2016,Adele,13
Sep 2022,Neymar,15
Jul 2013,BLACKPINK,0
May 2016,Jet Li,23
Jan 2017,Adele,12
Feb 2017,Adele,22
Mar 2017,Adele,13
Apr 2017,Adele,9
Oct 2022,Neymar,14
Aug 2013,BLACKPINK,0
May 2017,Adele,8
Jun 2017,Adele,9
Jun 2016,Jet Li,23
Sep 2013,BLACKPINK,0
Jul 2017,Adele,9
Aug 2017,Adele,8
Nov 2022,Neymar,38
Sep 2017,Adele,7
Oct 2017,Adele,7
Oct 2013,BLACKPINK,0
Jul 2016,Jet Li,25
Dec 2022,Neymar,61
Nov 2017,Adele,7
Dec 2017,Adele,7
Nov 2013,BLACKPINK,0
Jan 2018,Adele,6
Aug 2016,Jet Li,23
Feb 2018,Adele,7
Jan 2023,Neymar,20
Dec 2013,BLACKPINK,0
Mar 2018,Adele,6
Apr 2018,Adele,6
May 2018,Adele,6
Sep 2016,Jet Li,23
Feb 2023,Neymar,22
Jan 2014,BLACKPINK,0
Jun 2018,Adele,5
Jul 2018,Adele,5
Oct 2016,Jet Li,24
Aug 2018,Adele,5
Feb 2014,BLACKPINK,0
Sep 2018,Adele,6
Mar 2023,Neymar,14
Oct 2018,Adele,5
Nov 2018,Adele,5
Nov 2016,Jet Li,22
Mar 2014,BLACKPINK,0
Dec 2018,Adele,5
Jan 2019,Adele,6
Apr 2023,Neymar,14
Feb 2019,Adele,5
Mar 2019,Adele,5
Apr 2014,BLACKPINK,0
Dec 2016,Jet Li,25
Apr 2019,Adele,6
May 2019,Adele,6
Jun 2019,Adele,5
Jul 2019,Adele,5
May 2014,BLACKPINK,0
May 2023,Neymar,14
Jan 2017,Jet Li,26
Aug 2019,Adele,5
Sep 2019,Adele,5
Jun 2014,BLACKPINK,0
Oct 2019,Adele,7
Nov 2019,Adele,9
Dec 2019,Adele,7
Feb 2017,Jet Li,24
Jan 2020,Adele,13
Jul 2014,BLACKPINK,0
Jun 2023,Neymar,22
Feb 2020,Adele,12
Mar 2020,Adele,7
Mar 2017,Jet Li,21
Aug 2014,BLACKPINK,0
Apr 2020,Adele,7
Jul 2023,Neymar,16
May 2020,Adele,25
Jun 2020,Adele,8
Sep 2014,BLACKPINK,0
Apr 2017,Jet Li,24
Jul 2020,Adele,6
Aug 2020,Adele,9
Aug 2023,Neymar,33
Sep 2020,Adele,6
Oct 2020,Adele,8
Oct 2014,BLACKPINK,0
Nov 2020,Adele,6
Dec 2020,Adele,5
Sep 2023,Neymar,16
Jan 2021,Adele,5
Nov 2014,BLACKPINK,0
Feb 2021,Adele,5
Oct 2023,Neymar,14
Mar 2021,Adele,5
Dec 2014,BLACKPINK,0
Apr 2021,Adele,5
May 2021,Adele,5
Jun 2021,Adele,4
Nov 2023,Neymar,11
Jan 2015,BLACKPINK,0
Jul 2021,Adele,5
Aug 2021,Adele,4
Dec 2023,Neymar,12
Sep 2021,Adele,5
Oct 2021,Adele,26
Feb 2015,BLACKPINK,0
Nov 2021,Adele,35
Dec 2021,Adele,16
Mar 2015,BLACKPINK,0
Jan 2024,Neymar,12
Jan 2022,Adele,12
Feb 2022,Adele,9
Mar 2022,Adele,7
Apr 2015,BLACKPINK,0
Apr 2022,Adele,6
Feb 2024,Neymar,11
May 2017,Jet Li,21
May 2022,Adele,6
May 2015,BLACKPINK,0
Jun 2022,Adele,5
Jul 2022,Adele,6
Mar 2024,Neymar,9
Aug 2022,Adele,5
Jun 2015,BLACKPINK,0
Sep 2022,Adele,5
Oct 2022,Adele,5
Jun 2017,Jet Li,26
Jul 2015,BLACKPINK,0
Apr 2024,Neymar,9
Nov 2022,Adele,6
Dec 2022,Adele,5
Jan 2023,Adele,5
Aug 2015,BLACKPINK,0
Feb 2023,Adele,8
May 2024,Neymar,10
Jul 2017,Jet Li,25
Mar 2023,Adele,6
Sep 2015,BLACKPINK,0
Apr 2023,Adele,7
May 2023,Adele,6
Jun 2024,Neymar,12
Jun 2023,Adele,5
Oct 2015,BLACKPINK,0
Jul 2023,Adele,5
Aug 2017,Jet Li,21
Aug 2023,Adele,5
Nov 2015,BLACKPINK,0
Jul 2024,Neymar,13
Sep 2023,Adele,6
Oct 2023,Adele,6
Dec 2015,BLACKPINK,0
Sep 2017,Jet Li,17
Nov 2023,Adele,7
Dec 2023,Adele,6
Jan 2024,Adele,6
Jan 2016,BLACKPINK,0
Aug 2024,Neymar,11
Feb 2024,Adele,10
Mar 2024,Adele,5
Feb 2016,BLACKPINK,0
Apr 2024,Adele,5
May 2024,Adele,5
Oct 2017,Jet Li,18
Mar 2016,BLACKPINK,0
Jun 2024,Adele,5
Jul 2024,Adele,6
Sep 2024,Neymar,9
Aug 2024,Adele,14
Sep 2024,Adele,8
Nov 2017,Jet Li,20
Apr 2016,BLACKPINK,0
Oct 2024,Adele,7
Nov 2024,Adele,6
Oct 2024,Neymar,11
Dec 2024,Adele,6
Jan 2025,Adele,5
Dec 2017,Jet Li,20
May 2016,BLACKPINK,0
Feb 2025,Adele,5
Mar 2025,Adele,5
Nov 2024,Neymar,12
Jun 2016,BLACKPINK,0
Apr 2025,Adele,4
May 2025,Adele,4
Jan 2018,Jet Li,22
Jun 2025,Adele,4
Jul 2025,Adele,4
Dec 2024,Neymar,9
Jul 2016,BLACKPINK,1
Aug 2025,Adele,5
Sep 2025,Adele,5
Feb 2018,Jet Li,20
Oct 2025,Adele,5
Nov 2025,Adele,4
Jan 2025,Neymar,15
Dec 2025,Adele,4
Jan 2026,Adele,4
Aug 2016,BLACKPINK,13
Mar 2018,Jet Li,21
Feb 2026,Adele,4
Mar 2026,Adele,4
Feb 2025,Neymar,18
Sep 2016,BLACKPINK,6
Apr 2026,Adele,4
Apr 2018,Jet Li,20
Mar 2025,Neymar,14
Oct 2016,BLACKPINK,5
May 2018,Jet Li,89
Apr 2025,Neymar,9
Nov 2016,BLACKPINK,16
Jun 2018,Jet Li,29
May 2025,Neymar,10
Dec 2016,BLACKPINK,11
Jul 2018,Jet Li,24
Jun 2025,Neymar,11
Jan 2017,BLACKPINK,11
Aug 2018,Jet Li,23
Jul 2025,Neymar,10
Sep 2018,Jet Li,23
Feb 2017,BLACKPINK,10
Aug 2025,Neymar,10
Oct 2018,Jet Li,20
Mar 2017,BLACKPINK,10
Sep 2025,Neymar,10
Apr 2017,BLACKPINK,10
Nov 2018,Jet Li,20
May 2017,BLACKPINK,10
Oct 2025,Neymar,9
Dec 2018,Jet Li,21
Jun 2017,BLACKPINK,23
Nov 2025,Neymar,10
Jul 2017,BLACKPINK,28
Jan 2019,Jet Li,23
Aug 2017,BLACKPINK,21
Dec 2025,Neymar,10
Feb 2019,Jet Li,19
Jan 2026,Neymar,8
Mar 2019,Jet Li,17
Feb 2026,Neymar,9
Apr 2019,Jet Li,17
Mar 2026,Neymar,10
May 2019,Jet Li,17
Apr 2026,Neymar,13
Jun 2019,Jet Li,19
Jul 2019,Jet Li,22
Aug 2019,Jet Li,21
Sep 2017,BLACKPINK,17
Oct 2017,BLACKPINK,16
Sep 2019,Jet Li,16
Nov 2017,BLACKPINK,15
Oct 2019,Jet Li,16
Dec 2017,BLACKPINK,17
Jan 2018,BLACKPINK,21
Nov 2019,Jet Li,17
Feb 2018,BLACKPINK,18
Mar 2018,BLACKPINK,19
Dec 2019,Jet Li,17
Apr 2018,BLACKPINK,16
Jan 2020,Jet Li,16
May 2018,BLACKPINK,17
Feb 2020,Jet Li,16
Jun 2018,BLACKPINK,49
Jul 2018,BLACKPINK,45
Mar 2020,Jet Li,18
Aug 2018,BLACKPINK,40
Apr 2020,Jet Li,24
Sep 2018,BLACKPINK,34
Oct 2018,BLACKPINK,36
May 2020,Jet Li,23
Nov 2018,BLACKPINK,53
Dec 2018,BLACKPINK,54
Jun 2020,Jet Li,18
Jan 2019,BLACKPINK,58
Jul 2020,Jet Li,18
Feb 2019,BLACKPINK,53
Mar 2019,BLACKPINK,40
Apr 2019,BLACKPINK,86
Aug 2020,Jet Li,16
May 2019,BLACKPINK,56
Jun 2019,BLACKPINK,51
Sep 2020,Jet Li,30
Jul 2019,BLACKPINK,44
Aug 2019,BLACKPINK,41
Oct 2020,Jet Li,16
Sep 2019,BLACKPINK,32
Oct 2019,BLACKPINK,30
Nov 2020,Jet Li,18
Nov 2019,BLACKPINK,30
Dec 2019,BLACKPINK,32
Dec 2020,Jet Li,22
Jan 2020,BLACKPINK,30
Feb 2020,BLACKPINK,26
Jan 2021,Jet Li,18
Mar 2020,BLACKPINK,28
Apr 2020,BLACKPINK,35
Feb 2021,Jet Li,16
May 2020,BLACKPINK,38
Jun 2020,BLACKPINK,65
Jul 2020,BLACKPINK,70
Mar 2021,Jet Li,15
Aug 2020,BLACKPINK,67
Sep 2020,BLACKPINK,70
Apr 2021,Jet Li,20
Oct 2020,BLACKPINK,100
May 2021,Jet Li,17
Nov 2020,BLACKPINK,66
Dec 2020,BLACKPINK,64
Jun 2021,Jet Li,15
Jan 2021,BLACKPINK,61
Feb 2021,BLACKPINK,64
Jul 2021,Jet Li,14
Mar 2021,BLACKPINK,55
Apr 2021,BLACKPINK,49
Aug 2021,Jet Li,15
May 2021,BLACKPINK,49
Jun 2021,BLACKPINK,53
Jul 2021,BLACKPINK,59
Aug 2021,BLACKPINK,60
Sep 2021,Jet Li,13
Sep 2021,BLACKPINK,53
Oct 2021,BLACKPINK,50
Oct 2021,Jet Li,13
Nov 2021,BLACKPINK,46
Dec 2021,BLACKPINK,49
Jan 2022,BLACKPINK,47
Feb 2022,BLACKPINK,44
Nov 2021,Jet Li,13
Mar 2022,BLACKPINK,44
Apr 2022,BLACKPINK,45
Dec 2021,Jet Li,14
May 2022,BLACKPINK,44
Jun 2022,BLACKPINK,45
Jan 2022,Jet Li,15
Jul 2022,BLACKPINK,47
Aug 2022,BLACKPINK,69
Feb 2022,Jet Li,14
Sep 2022,BLACKPINK,67
Mar 2022,Jet Li,13
Oct 2022,BLACKPINK,51
Nov 2022,BLACKPINK,56
Apr 2022,Jet Li,14
Dec 2022,BLACKPINK,50
May 2022,Jet Li,13
Jan 2023,BLACKPINK,54
Jun 2022,Jet Li,13
Feb 2023,BLACKPINK,51
Mar 2023,BLACKPINK,68
Jul 2022,Jet Li,15
Apr 2023,BLACKPINK,65
May 2023,BLACKPINK,58
Aug 2022,Jet Li,14
Jun 2023,BLACKPINK,63
Sep 2022,Jet Li,12
Jul 2023,BLACKPINK,65
Aug 2023,BLACKPINK,56
Oct 2022,Jet Li,13
Sep 2023,BLACKPINK,41
Nov 2022,Jet Li,13
Oct 2023,BLACKPINK,31
Nov 2023,BLACKPINK,32
Dec 2022,Jet Li,13
Dec 2023,BLACKPINK,34
Jan 2023,Jet Li,14
Jan 2024,BLACKPINK,28
Feb 2024,BLACKPINK,24
Feb 2023,Jet Li,13
Mar 2024,BLACKPINK,24
Mar 2023,Jet Li,17
Apr 2024,BLACKPINK,23
May 2024,BLACKPINK,23
Apr 2023,Jet Li,16
Jun 2024,BLACKPINK,24
May 2023,Jet Li,16
Jul 2024,BLACKPINK,25
Aug 2024,BLACKPINK,23
Sep 2024,BLACKPINK,19
Jun 2023,Jet Li,37
Oct 2024,BLACKPINK,23
Nov 2024,BLACKPINK,22
Dec 2024,BLACKPINK,22
Jan 2025,BLACKPINK,20
Feb 2025,BLACKPINK,29
Mar 2025,BLACKPINK,26
Apr 2025,BLACKPINK,24
May 2025,BLACKPINK,25
Jun 2025,BLACKPINK,29
Jul 2025,BLACKPINK,49
Jul 2023,Jet Li,18
Aug 2025,BLACKPINK,40
Sep 2025,BLACKPINK,27
Oct 2025,BLACKPINK,29
Aug 2023,Jet Li,19
Nov 2025,BLACKPINK,28
Dec 2025,BLACKPINK,24
Sep 2023,Jet Li,15
Jan 2026,BLACKPINK,29
Oct 2023,Jet Li,19
Feb 2026,BLACKPINK,28
Nov 2023,Jet Li,28
Mar 2026,BLACKPINK,27
Apr 2026,BLACKPINK,22
Dec 2023,Jet Li,20
Jan 2024,Jet Li,15
Feb 2024,Jet Li,14
Jan 2004,Shakira,12
Mar 2024,Jet Li,12
Feb 2004,Shakira,11
Apr 2024,Jet Li,13
Mar 2004,Shakira,12
May 2024,Jet Li,12
Apr 2004,Shakira,15
Jun 2024,Jet Li,11
May 2004,Shakira,12
Jul 2024,Jet Li,11
Jun 2004,Shakira,10
Aug 2024,Jet Li,12
Jul 2004,Shakira,10
Aug 2004,Shakira,9
Sep 2024,Jet Li,11
Sep 2004,Shakira,8
Oct 2024,Jet Li,10
Oct 2004,Shakira,9
Nov 2024,Jet Li,10
Nov 2004,Shakira,8
Dec 2024,Jet Li,10
Dec 2004,Shakira,7
Jan 2025,Jet Li,12
Feb 2025,Jet Li,10
Jan 2005,Shakira,8
Feb 2005,Shakira,7
Mar 2005,Shakira,7
Apr 2005,Shakira,13
May 2005,Shakira,31
Mar 2025,Jet Li,10
Jun 2005,Shakira,43
Apr 2025,Jet Li,10
May 2025,Jet Li,12
Jul 2005,Shakira,36
Aug 2005,Shakira,30
Jun 2025,Jet Li,10
Sep 2005,Shakira,29
Jul 2025,Jet Li,10
Oct 2005,Shakira,23
Aug 2025,Jet Li,12
Nov 2005,Shakira,26
Sep 2025,Jet Li,10
Dec 2005,Shakira,27
Oct 2025,Jet Li,11
Jan 2006,Shakira,20
Nov 2025,Jet Li,11
Feb 2006,Shakira,17
Dec 2025,Jet Li,12
Mar 2006,Shakira,29
Jan 2026,Jet Li,15
Apr 2006,Shakira,46
Feb 2026,Jet Li,13
May 2006,Shakira,50
Mar 2026,Jet Li,15
Jun 2006,Shakira,51
Apr 2026,Jet Li,14
Jul 2006,Shakira,49
Aug 2006,Shakira,40
Sep 2006,Shakira,35
Oct 2006,Shakira,28
Nov 2006,Shakira,30
Dec 2006,Shakira,26
Jan 2007,Shakira,24
Feb 2007,Shakira,27
Mar 2007,Shakira,36
Apr 2007,Shakira,31
May 2007,Shakira,30
Jun 2007,Shakira,27
Jul 2007,Shakira,25
Aug 2007,Shakira,19
Sep 2007,Shakira,17
Oct 2007,Shakira,15
Nov 2007,Shakira,15
Dec 2007,Shakira,16
Jan 2008,Shakira,15
Feb 2008,Shakira,15
Mar 2008,Shakira,13
Apr 2008,Shakira,17
May 2008,Shakira,12
Jun 2008,Shakira,12
Jul 2008,Shakira,12
Aug 2008,Shakira,10
Sep 2008,Shakira,10
Oct 2008,Shakira,10
Nov 2008,Shakira,10
Dec 2008,Shakira,9
Jan 2009,Shakira,11
Feb 2009,Shakira,9
Mar 2009,Shakira,9
Apr 2009,Shakira,9
May 2009,Shakira,10
Jun 2009,Shakira,11
Jul 2009,Shakira,20
Aug 2009,Shakira,30
Sep 2009,Shakira,27
Oct 2009,Shakira,29
Nov 2009,Shakira,34
Dec 2009,Shakira,25
Jan 2010,Shakira,20
Feb 2010,Shakira,22
Mar 2010,Shakira,23
Apr 2010,Shakira,27
May 2010,Shakira,28
Jun 2010,Shakira,100
Jul 2010,Shakira,83
Aug 2010,Shakira,47
Sep 2010,Shakira,41
Oct 2010,Shakira,53
Nov 2010,Shakira,52
Dec 2010,Shakira,48
Jan 2011,Shakira,46
Feb 2011,Shakira,45
Mar 2011,Shakira,45
Apr 2011,Shakira,38
May 2011,Shakira,41
Jun 2011,Shakira,44
Jul 2011,Shakira,35
Aug 2011,Shakira,29
Sep 2011,Shakira,25
Oct 2011,Shakira,27
Nov 2011,Shakira,25
Dec 2011,Shakira,25
Jan 2012,Shakira,25
Feb 2012,Shakira,22
Mar 2012,Shakira,18
Apr 2012,Shakira,17
May 2012,Shakira,18
Jun 2012,Shakira,23
Jul 2012,Shakira,20
Aug 2012,Shakira,21
Sep 2012,Shakira,24
Oct 2012,Shakira,18
Nov 2012,Shakira,14
Dec 2012,Shakira,15
Jan 2013,Shakira,25
Feb 2013,Shakira,17
Mar 2013,Shakira,16
Apr 2013,Shakira,19
May 2013,Shakira,16
Jun 2013,Shakira,16
Jul 2013,Shakira,13
Aug 2013,Shakira,11
Sep 2013,Shakira,10
Oct 2013,Shakira,10
Nov 2013,Shakira,11
Dec 2013,Shakira,12
Jan 2014,Shakira,19
Feb 2014,Shakira,30
Mar 2014,Shakira,30
Apr 2014,Shakira,26
May 2014,Shakira,33
Jun 2014,Shakira,45
Jul 2014,Shakira,47
Aug 2014,Shakira,25
Sep 2014,Shakira,18
Oct 2014,Shakira,15
Nov 2014,Shakira,13
Dec 2014,Shakira,13
Jan 2015,Shakira,15
Jan 2004,Anitta,1
Feb 2015,Shakira,16
Feb 2004,Anitta,0
Mar 2004,Anitta,0
Apr 2004,Anitta,1
May 2004,Anitta,0
Jun 2004,Anitta,1
Mar 2015,Shakira,13
Jul 2004,Anitta,0
Apr 2015,Shakira,13
Aug 2004,Anitta,0
May 2015,Shakira,13
Sep 2004,Anitta,0
Jun 2015,Shakira,13
Oct 2004,Anitta,1
Jul 2015,Shakira,12
Nov 2004,Anitta,0
Aug 2015,Shakira,11
Dec 2004,Anitta,1
Sep 2015,Shakira,10
Jan 2005,Anitta,0
Oct 2015,Shakira,9
Feb 2005,Anitta,1
Nov 2015,Shakira,10
Dec 2015,Shakira,10
Mar 2005,Anitta,0
Jan 2016,Shakira,10
Apr 2005,Anitta,1
Feb 2016,Shakira,10
May 2005,Anitta,1
Mar 2016,Shakira,10
Jun 2005,Anitta,1
Apr 2016,Shakira,10
Jul 2005,Anitta,1
May 2016,Shakira,10
Aug 2005,Anitta,0
Jun 2016,Shakira,12
Jul 2016,Shakira,12
Sep 2005,Anitta,1
Aug 2016,Shakira,11
Oct 2005,Anitta,0
Sep 2016,Shakira,11
Nov 2005,Anitta,1
Oct 2016,Shakira,11
Dec 2005,Anitta,1
Nov 2016,Shakira,13
Jan 2006,Anitta,1
Jan 2004,Salman Khan,6
Dec 2016,Shakira,15
Feb 2004,Salman Khan,6
Feb 2006,Anitta,0
Jan 2017,Shakira,13
Mar 2004,Salman Khan,6
Mar 2006,Anitta,1
Feb 2017,Shakira,13
Apr 2004,Salman Khan,5
Mar 2017,Shakira,13
Apr 2006,Anitta,1
May 2004,Salman Khan,6
Jun 2004,Salman Khan,6
Apr 2017,Shakira,13
May 2006,Anitta,0
Jul 2004,Salman Khan,7
May 2017,Shakira,16
Jun 2006,Anitta,0
Aug 2004,Salman Khan,7
Jun 2017,Shakira,16
Jul 2006,Anitta,1
Sep 2004,Salman Khan,6
Aug 2006,Anitta,0
Jul 2017,Shakira,16
Oct 2004,Salman Khan,5
Sep 2006,Anitta,0
Nov 2004,Salman Khan,10
Aug 2017,Shakira,11
Dec 2004,Salman Khan,6
Oct 2006,Anitta,0
Sep 2017,Shakira,12
Jan 2005,Salman Khan,5
Oct 2017,Shakira,14
Nov 2006,Anitta,0
Feb 2005,Salman Khan,6
Nov 2017,Shakira,12
Mar 2005,Salman Khan,6
Dec 2006,Anitta,0
Dec 2017,Shakira,11
Apr 2005,Salman Khan,7
Jan 2018,Shakira,11
May 2005,Salman Khan,6
Jan 2007,Anitta,0
Jun 2005,Salman Khan,6
Feb 2018,Shakira,9
Feb 2007,Anitta,1
Jul 2005,Salman Khan,15
Mar 2007,Anitta,0
Mar 2018,Shakira,8
Apr 2007,Anitta,0
Apr 2018,Shakira,7
